Time,Time Code,Country Name,Country Code,GDP per capita (current US$) [NY.GDP.PCAP.CD],Urban population (% of total population) [SP.URB.TOTL.IN.ZS],Population growth (annual %) [SP.POP.GROW],Arable land (% of land area) [AG.LND.ARBL.ZS]
2016,YR2016,Norway,NOR,70460.5605323322,81.485,0.880969815359919,2.2049333563342
2016,YR2016,Poland,POL,12447.4395912808,60.178,-0.04298513087435,35.291812273425
2016,YR2016,Portugal,PRT,19991.9724878805,64.086,-0.315459016997883,10.7223794178522
2016,YR2016,Slovak Republic,SVK,16512.2929859005,53.806,0.128922329956911,28.0158069883527
2016,YR2016,Slovenia,SVN,21678.3594670629,54.02,0.0731972072415279,9.14804885314269
2016,YR2016,Spain,ESP,26523.3482221547,79.84,0.0844301500680736,24.6958948202833
2016,YR2016,Switzerland,CHE,83073.2800824812,73.739,1.09203117387253,10.0894548364297
2016,YR2016,Sweden,SWE,51965.1571531985,86.852,1.25645398510305,6.29882882509526
2016,YR2016,Turkiye,TUR,10894.6033779275,74.134,1.63994240407574,26.4828553980484
2016,YR2016,United States,USA,57866.7449341091,81.862,0.724676067451429,17.1841896403576
2016,YR2016,United Kingdom,GBR,41499.5557033073,82.886,0.757874492811929,24.9080746496921
2017,YR2017,Austria,AUT,47429.1584564387,58.094,0.694621103604983,16.1044595249636
2017,YR2017,Australia,AUS,53934.2501750463,85.904,1.68452310845434,3.99790952181612
2017,YR2017,Belgium,BEL,44198.4823908691,97.961,0.385228018372369,27.6089828269485
2017,YR2017,Canada,CAN,45129.4292980922,81.35,1.19952071057872,4.29519975818658
2017,YR2017,Chile,CHL,14962.5568471791,87.49,1.42514142087535,1.72420285878752
2017,YR2017,Czechia,CZE,20636.199952435,73.675,0.265642663548985,32.327418728144
2017,YR2017,Denmark,DNK,57610.0981801135,87.757,0.643350903737356,59.185
2017,YR2017,Estonia,EST,20437.765376736,68.717,0.121070631466687,15.8830409356725
2017,YR2017,Finland,FIN,46412.1364777169,85.325,0.234670531705453,7.3769413003422
2017,YR2017,France,FRA,38781.0494870836,80.18,0.29020211635109,33.7213605158915
2017,YR2017,Germany,DEU,44652.5891722719,77.261,0.373724559895838,33.694936600166
2017,YR2017,Greece,GRC,18582.0893411631,78.724,-0.197783224759792,16.6244173778123
2017,YR2017,Hungary,HUN,14623.6966492311,71.062,-0.265860932255517,47.3701512163051
2017,YR2017,Iceland,ISL,72010.1490316258,93.773,2.34558267643862,1.2069825436409
2017,YR2017,Ireland,IRL,69774.0289724953,62.947,1.08867556062,6.69182755116853
2017,YR2017,Israel,ISR,40774.1296073227,92.336,1.93872567441099,17.8835489833641
2017,YR2017,Japan,JPN,38834.0529341227,91.535,-0.081874296046114,11.4156378600823
2017,YR2017,Italy,ITA,32406.7203150134,70.144,-0.14986111697397,22.779370887129
2017,YR2017,"Korea, Rep.",KOR,31616.8434004683,81.503,0.280968018301691,14.323659111886
2017,YR2017,Latvia,LVA,15695.1151541059,68.075,-0.886215573292392,20.7305510469732
2017,YR2017,Lithuania,LTU,16885.4073948373,67.516,-1.39832220092102,33.5834357689054
2017,YR2017,Luxembourg,LUX,110193.213797228,90.727,2.43097641776115,24.097480636716
2017,YR2017,Mexico,MEX,9287.84958732302,79.867,1.16396694963579,10.4205355076005
2017,YR2017,Netherlands,NLD,48675.2223350213,91.077,0.591203366164118,30.7989307989308
2017,YR2017,New Zealand,NZL,42924.9955958449,86.466,2.08872272281936,1.86472219057385
2017,YR2017,Norway,NOR,75496.7540581998,81.871,0.807673181884948,2.19512328722102
2017,YR2017,Poland,POL,13864.6817579973,60.105,0.0124800985844923,35.6216728175316
2017,YR2017,Portugal,PRT,21490.429863104,64.652,-0.243889410358812,10.567606128883
2017,YR2017,Slovak Republic,SVK,17538.048584386,53.751,0.155178995687406,27.932612312812
2017,YR2017,Slovenia,SVN,23514.0254604147,54.273,0.0651590392490152,9.1369096389431
2017,YR2017,Spain,ESP,28170.1678643302,80.08,0.234587922968563,24.529740774323
2017,YR2017,Switzerland,CHE,83352.0886533412,73.761,0.933155888738653,10.0765157835947
2017,YR2017,Sweden,SWE,53791.5087298403,87.146,1.34744505956262,6.27312362868792
2017,YR2017,Turkiye,TUR,10589.667724687,74.644,1.60131223365858,25.9839143484532
2017,YR2017,United States,USA,59914.777796976,82.058,0.63264399508256,17.2438567377468
2017,YR2017,United Kingdom,GBR,40857.7555829627,83.143,0.679374473924223,25.1431380977969
,,,,,,,
,,,,,,,
,,,,,,,
Data from database: World Development Indicators,,,,,,,
Last Updated: 09/16/2022,,,,,,,
