id,h,DeltaT,lambda,R2
274,5,1,5.682158,0.1141457
274,5,15,4.77,0.03862405
274,5,60,4.047969,0.01043479
274,30,1,5.798123,0.1255019
274,30,15,4.38087,0.07461296
274,30,60,3.266323,0.03878944
274,60,1,5.775409,0.1259213
274,60,15,4.108766,0.07628078
274,60,60,2.888333,0.04511749
275,1,1,4.567375,0.06544625
275,1,15,3.809195,0.006345773
275,1,60,3.364682,0.001525586
275,5,1,5.662534,0.1206644
275,5,15,5.181841,0.04871758
275,5,60,3.816691,0.01018391
275,30,1,5.799066,0.1334398
275,30,15,4.759748,0.09094535
275,30,60,3.061888,0.03633316
275,60,1,5.779675,0.1339486
275,60,15,4.448036,0.09204093
275,60,60,2.71785,0.04339366
276,1,1,4.779112,0.06526843
276,1,15,3.913359,0.006217261
276,1,60,4.51038,0.002564687
276,5,1,5.951682,0.1210759
276,5,15,5.157715,0.04604578
276,5,60,4.876372,0.01664848
276,30,1,6.102784,0.1345765
276,30,15,4.865159,0.0950913
276,30,60,3.929598,0.06332753
276,60,1,6.081235,0.1352407
276,60,15,4.575416,0.09843081
276,60,60,3.559947,0.07772822
277,1,1,4.573235,0.06336247
277,1,15,4.520634,0.008556961
277,1,60,5.423017,0.003736514
277,5,1,5.761062,0.1200515
277,5,15,5.823188,0.05857558
277,5,60,5.918407,0.02279511
277,30,1,5.901666,0.1334237
277,30,15,5.356706,0.1094344
277,30,60,4.345331,0.06819718
277,60,1,5.878999,0.1339506
277,60,15,5.004052,0.1106682
277,60,60,3.720172,0.07473741
278,1,1,4.649029,0.06454499
278,1,15,4.036193,0.006947227
278,1,60,5.353195,0.003576918
278,5,1,5.798606,0.1198753
278,5,15,5.489024,0.05133989
278,5,60,5.367407,0.0182387
278,30,1,5.937638,0.1324465
278,30,15,4.931969,0.09492949
278,30,60,3.515352,0.04609208
278,60,1,5.913944,0.1328824
278,60,15,4.54822,0.09523879
278,60,60,3.073504,0.0534006
279,1,1,4.056049,0.05969605
279,1,15,3.15334,0.004978228
279,1,60,2.50264,0.0009167724
279,5,1,4.984305,0.1080659
279,5,15,4.404788,0.03970647
279,5,60,2.999851,0.006718177
279,30,1,5.088958,0.1189571
279,30,15,4.16539,0.07962573
279,30,60,2.92826,0.03491756
279,60,1,5.073689,0.1194773
279,60,15,3.935327,0.08201691
279,60,60,2.714882,0.04398706
280,1,1,4.329878,0.05756767
280,1,15,4.708222,0.009621504
280,1,60,6.149853,0.004937611
280,5,1,5.464796,0.1088367
280,5,15,5.637639,0.05618927
280,5,60,5.848485,0.02293547
280,30,1,5.591363,0.1197531
280,30,15,4.747008,0.08953264
280,30,60,3.619513,0.04818001
280,60,1,5.568153,0.1200012
280,60,15,4.357314,0.08760284
280,60,60,3.132087,0.05424757
281,1,1,4.716517,0.06239279
281,1,15,4.42895,0.008054787
281,1,60,5.965305,0.004434187
281,5,1,5.85379,0.1154918
281,5,15,5.482047,0.05337592
281,5,60,5.845974,0.02307776
281,30,1,5.936545,0.1268794
281,30,15,4.879966,0.0985407
281,30,60,4.60842,0.07932885
281,60,1,5.897434,0.1270755
281,60,15,4.559917,0.1006571
281,60,60,4.133313,0.09503313
282,1,1,4.471593,0.05905848
282,1,15,2.596141,0.002882107
282,1,60,2.174623,0.0006022457
282,5,1,5.632653,0.1120117
282,5,15,3.994232,0.02871612
282,5,60,2.667512,0.004765687
282,30,1,5.758095,0.1239241
282,30,15,3.9194,0.06234316
282,30,60,2.432649,0.02148903
282,60,1,5.735471,0.1244397
282,60,15,3.729889,0.06551439
282,60,60,2.339692,0.02930815
283,1,1,4.9603,0.06869023
283,1,15,4.631007,0.008238883
283,1,60,6.011554,0.004314513
283,5,1,6.179432,0.126754
283,5,15,5.727048,0.05059861
283,5,60,5.910374,0.02162368
283,30,1,6.300822,0.1388977
283,30,15,4.92362,0.08819105
283,30,60,3.897792,0.05580218
283,60,1,6.266869,0.1391596
283,60,15,4.527243,0.08883042
283,60,60,3.399851,0.06692677
284,1,1,4.085945,0.05764993
284,1,15,3.89101,0.006938049
284,1,60,3.943025,0.002143343
284,5,1,5.073584,0.1070849
284,5,15,4.923344,0.04483984
284,5,60,4.267509,0.01197985
284,30,1,5.172594,0.1179784
284,30,15,4.603967,0.08502347
284,30,60,3.407171,0.03875865
284,60,1,5.152758,0.1184182
284,60,15,4.35228,0.08754385
284,60,60,3.080219,0.04753122
285,1,1,4.689288,0.06690069
285,1,15,4.148383,0.007039583
285,1,60,5.636896,0.003882774
285,5,1,5.699498,0.1194098
285,5,15,5.28023,0.04596187
285,5,60,5.494031,0.01869615
285,30,1,5.77628,0.1301211
285,30,15,4.980368,0.09145749
285,30,60,3.990526,0.0573999
285,60,1,5.750977,0.1304507
285,60,15,4.656089,0.09318173
285,60,60,3.395835,0.06274896
286,1,1,4.037672,0.05617728
286,1,15,3.078369,0.004475398
286,1,60,3.612899,0.001862776
286,5,1,5.01528,0.1039189
286,5,15,4.321142,0.0364573
286,5,60,3.864461,0.0112741
286,30,1,5.138708,0.1152399
286,30,15,4.012806,0.07238741
286,30,60,3.142327,0.04197191
286,60,1,5.12013,0.1157532
286,60,15,3.749878,0.07411439
286,60,60,2.875735,0.05261327
287,1,1,3.996863,0.05764468
287,1,15,3.802763,0.006591093
287,1,60,4.676469,0.002955063
287,5,1,5.072438,0.1100656
287,5,15,5.109095,0.04588878
287,5,60,4.615769,0.01386878
287,30,1,5.190499,0.1206413
287,30,15,4.41992,0.07668589
287,30,60,2.7965,0.02789665
287,60,1,5.168616,0.1207943
287,60,15,4.042629,0.07490958
287,60,60,2.408237,0.03103787
288,1,1,4.406043,0.06269306
288,1,15,3.226723,0.004764468
288,1,60,3.646875,0.001753152
288,5,1,5.488205,0.1171102
288,5,15,4.684843,0.03976404
288,5,60,4.065257,0.01073773
288,30,1,5.620499,0.129684
288,30,15,4.569426,0.08244151
288,30,60,3.132636,0.03393475
288,60,1,5.601338,0.1301599
288,60,15,4.271185,0.08319902
288,60,60,2.620437,0.03515349
289,1,1,4.416992,0.05931299
289,1,15,3.858754,0.006056865
289,1,60,4.435366,0.002359065
289,5,1,5.570847,0.1122
289,5,15,5.025496,0.04251034
289,5,60,4.984339,0.01540598
289,30,1,5.690614,0.123516
289,30,15,4.545799,0.07768473
289,30,60,3.597933,0.04447114
289,60,1,5.667815,0.1238583
289,60,15,4.241638,0.07832448
289,60,60,3.199044,0.05223273
290,1,1,4.795121,0.07241434
290,1,15,3.854072,0.006518238
290,1,60,3.20682,0.001249741
290,5,1,5.890916,0.1317733
290,5,15,5.04906,0.0457596
290,5,60,3.548107,0.007813207
290,30,1,6.024258,0.1450117
290,30,15,4.749744,0.08906099
290,30,60,3.041207,0.03167759
290,60,1,6.007377,0.1456413
290,60,15,4.495421,0.09227301
290,60,60,2.82428,0.04075932
291,1,1,4.548913,0.0609021
291,1,15,4.00043,0.006221702
291,1,60,5.802303,0.003715792
291,5,1,5.690686,0.1140707
291,5,15,5.38569,0.04787497
291,5,60,6.140836,0.0220719
291,30,1,5.849287,0.1273723
291,30,15,5.244968,0.103477
291,30,60,4.790496,0.07363637
291,60,1,5.832696,0.1281196
291,60,15,4.973276,0.1078039
291,60,60,4.210126,0.08528463
292,1,1,4.614995,0.06078529
292,1,15,4.507926,0.007769812
292,1,60,5.402854,0.003333903
292,5,1,5.76729,0.1131114
292,5,15,5.520563,0.0479004
292,5,60,5.486257,0.01767381
292,30,1,5.888921,0.1246394
292,30,15,4.879279,0.08555474
292,30,60,4.268579,0.05911292
292,60,1,5.866589,0.1251137
292,60,15,4.554614,0.08700858
292,60,60,3.717992,0.06811441
293,1,1,4.414437,0.06278767
293,1,15,2.813421,0.003725187
293,1,60,3.413914,0.001738295
293,5,1,5.561702,0.1189508
293,5,15,4.103328,0.0313926
293,5,60,3.938704,0.01149681
293,30,1,5.717595,0.1322715
293,30,15,4.124678,0.06911346
293,30,60,3.34871,0.0462723
293,60,1,5.704396,0.1331081
293,60,15,3.95103,0.07421034
293,60,60,3.172868,0.06280947
294,1,1,4.502301,0.06181969
294,1,15,4.137803,0.007174064
294,1,60,5.573605,0.003911214
294,5,1,5.629553,0.1161416
294,5,15,5.1446,0.04657468
294,5,60,5.5172,0.02001186
294,30,1,5.739423,0.1281363
294,30,15,4.722182,0.08809957
294,30,60,3.894179,0.05608436
294,60,1,5.713396,0.1285443
294,60,15,4.41496,0.08970352
294,60,60,3.299758,0.06123105
295,1,1,4.6966,0.06048134
295,1,15,4.210572,0.006351223
295,1,60,6.313748,0.004194047
295,5,1,5.835397,0.1122276
295,5,15,5.654747,0.0477334
295,5,60,6.540042,0.02347171
295,30,1,5.957218,0.1242159
295,30,15,5.418885,0.1004988
295,30,60,4.937196,0.0779726
295,60,1,5.935516,0.1248157
295,60,15,5.096008,0.103908
295,60,60,4.31752,0.09024185
296,1,1,4.791712,0.06529071
296,1,15,3.948805,0.005895618
296,1,60,5.594166,0.003492832
296,5,1,5.971429,0.1210365
296,5,15,5.496908,0.04673316
296,5,60,5.711889,0.01871161
296,30,1,6.113672,0.1339644
296,30,15,5.090851,0.09005925
296,30,60,3.816265,0.04692408
296,60,1,6.085945,0.1343153
296,60,15,4.689791,0.08935185
296,60,60,3.198707,0.04953679
297,1,1,4.488227,0.0586302
297,1,15,3.290819,0.004418169
297,1,60,4.953393,0.00285936
297,5,1,5.46639,0.1053056
297,5,15,4.472159,0.03494415
297,5,60,4.858866,0.01535692
297,30,1,5.543603,0.1156232
297,30,15,4.137586,0.07057651
297,30,60,3.39413,0.04279936
297,60,1,5.509874,0.1157788
297,60,15,3.822347,0.07054656
297,60,60,2.877667,0.04586806
298,1,1,4.006945,0.05654726
298,1,15,3.136699,0.004864279
298,1,60,4.228863,0.002596598
298,5,1,4.976085,0.1045246
298,5,15,4.534333,0.03959416
298,5,60,4.755766,0.01561683
298,30,1,5.110895,0.116147
298,30,15,4.534923,0.08434459
298,30,60,3.967194,0.05619741
298,60,1,5.102852,0.1168672
298,60,15,4.318053,0.08776831
298,60,60,3.487302,0.06499522
299,1,1,4.51092,0.06452262
299,1,15,4.304882,0.008535592
299,1,60,5.426684,0.004278529
299,5,1,5.584342,0.1186955
299,5,15,5.117484,0.05025389
299,5,60,5.217589,0.02114193
299,30,1,5.660641,0.1295433
299,30,15,4.303088,0.08177765
299,30,60,3.542696,0.05404751
299,60,1,5.629344,0.1296875
299,60,15,3.979394,0.08126073
299,60,60,3.069459,0.06022144
300,1,1,4.296502,0.05775573
300,1,15,3.259054,0.004674435
300,1,60,5.770632,0.004142143
300,5,1,5.391721,0.1085739
300,5,15,4.34931,0.03561945
300,5,60,5.692433,0.02145882
300,30,1,5.501048,0.1197361
300,30,15,4.009546,0.06821998
300,30,60,3.660496,0.0481361
300,60,1,5.468949,0.1198587
300,60,15,3.667755,0.06664992
300,60,60,2.908557,0.04556626
301,1,1,4.000371,0.05780284
301,1,15,3.498741,0.0061168
301,1,60,4.137527,0.002542394
301,5,1,4.941074,0.1050827
301,5,15,4.65358,0.0443974
301,5,60,4.565506,0.01601001
301,30,1,5.082797,0.1167151
301,30,15,4.399271,0.08877642
301,30,60,3.579289,0.05545493
301,60,1,5.071746,0.1173321
301,60,15,4.144714,0.09096276
301,60,60,3.203698,0.06571627
302,1,1,4.236115,0.05780689
302,1,15,3.721831,0.006179945
302,1,60,3.574901,0.001769485
302,5,1,5.346728,0.1099205
302,5,15,4.631933,0.04051904
302,5,60,3.745396,0.01004188
302,30,1,5.447236,0.1209153
302,30,15,4.095464,0.07309384
302,30,60,2.795112,0.03058192
302,60,1,5.42327,0.12127
302,60,15,3.854941,0.07496616
302,60,60,2.501892,0.03661616
303,1,1,4.81175,0.06579843
303,1,15,4.763499,0.009023425
303,1,60,6.402436,0.004794745
303,5,1,5.932263,0.1197365
303,5,15,5.715597,0.05462649
303,5,60,6.277898,0.02452809
303,30,1,6.043605,0.1315712
303,30,15,4.9499,0.09474788
303,30,60,4.019526,0.06013391
303,60,1,6.010635,0.1317171
303,60,15,4.512683,0.09236903
303,60,60,3.204293,0.05866175
304,1,1,4.268071,0.05943048
304,1,15,2.989743,0.004150591
304,1,60,4.681981,0.002980284
304,5,1,5.321449,0.1100258
304,5,15,3.881537,0.02869378
304,5,60,4.835513,0.01617079
304,30,1,5.444662,0.1212771
304,30,15,3.680435,0.05740076
304,30,60,3.529128,0.04725801
304,60,1,5.428317,0.1218306
304,60,15,3.499383,0.05992455
304,60,60,3.10612,0.05420624
305,1,1,4.863692,0.0662159
305,1,15,4.598715,0.008050658
305,1,60,5.857284,0.003766969
305,5,1,6.046258,0.1215967
305,5,15,5.584906,0.0500598
305,5,60,6.065112,0.02179285
305,30,1,6.170312,0.1337159
305,30,15,4.945593,0.09026491
305,30,60,4.443265,0.06648952
305,60,1,6.142095,0.1340493
305,60,15,4.605336,0.09114598
305,60,60,3.88363,0.07551287
306,1,1,4.54686,0.06450442
306,1,15,3.72228,0.006082582
306,1,60,4.663943,0.002617584
306,5,1,5.593176,0.1180109
306,5,15,4.977441,0.04367206
306,5,60,4.804064,0.0142398
306,30,1,5.702552,0.1297767
306,30,15,4.594342,0.08505998
306,30,60,3.675823,0.04574464
306,60,1,5.679449,0.1301683
306,60,15,4.294588,0.08643601
306,60,60,3.30889,0.05500196
307,1,1,4.33185,0.05918941
307,1,15,3.789318,0.006292376
307,1,60,3.781977,0.001825712
307,5,1,5.307347,0.1069953
307,5,15,4.795735,0.04016144
307,5,60,4.166373,0.01175152
307,30,1,5.417885,0.1179032
307,30,15,4.346765,0.07841311
307,30,60,3.303165,0.04531216
307,60,1,5.393894,0.1183852
307,60,15,4.044155,0.08132987
307,60,60,2.975697,0.05696526
308,1,1,4.364364,0.05872652
308,1,15,3.028544,0.003760257
308,1,60,3.219037,0.001335444
308,5,1,5.386718,0.1075003
308,5,15,4.288695,0.03039148
308,5,60,3.879328,0.009878497
308,30,1,5.49869,0.1183912
308,30,15,4.0952,0.06421832
308,30,60,3.16192,0.03713072
308,60,1,5.477805,0.1187884
308,60,15,3.821576,0.0654286
308,60,60,2.778881,0.04284444
309,1,1,4.638456,0.06426096
309,1,15,4.820015,0.009712523
309,1,60,5.882027,0.004177799
309,5,1,5.779192,0.1192603
309,5,15,5.70034,0.0555278
309,5,60,5.992998,0.02237185
309,30,1,5.875211,0.1310319
309,30,15,5.14157,0.1028174
309,30,60,4.555097,0.07158783
309,60,1,5.845721,0.1314329
309,60,15,4.823468,0.1059687
309,60,60,4.007333,0.08416784
310,1,1,4.644017,0.05996807
310,1,15,3.77051,0.005357959
310,1,60,5.851114,0.004080603
310,5,1,5.831935,0.1119573
310,5,15,5.434268,0.04742891
310,5,60,5.980064,0.02279319
310,30,1,5.980229,0.1242487
310,30,15,5.000248,0.09315565
310,30,60,3.613659,0.04913136
310,60,1,5.952875,0.1245312
310,60,15,4.586287,0.09136015
310,60,60,2.875283,0.04642024
311,1,1,4.597431,0.06606954
311,1,15,4.5196,0.00921795
311,1,60,5.834808,0.004770209
311,5,1,5.745264,0.1230562
311,5,15,5.667662,0.05922409
311,5,60,5.821578,0.02559977
311,30,1,5.852817,0.1353777
311,30,15,5.041228,0.10864
311,30,60,4.173736,0.07612164
311,60,1,5.81932,0.135597
311,60,15,4.63969,0.1082045
311,60,60,3.527409,0.08087983
312,1,1,4.474158,0.06181508
312,1,15,3.460967,0.004694464
312,1,60,3.947003,0.001875448
312,5,1,5.535944,0.1135888
312,5,15,4.634529,0.03419512
312,5,60,4.097012,0.01061793
312,30,1,5.635562,0.1243751
312,30,15,4.070751,0.06062559
312,30,60,2.880286,0.02966921
312,60,1,5.607622,0.124571
312,60,15,3.750666,0.06044828
312,60,60,2.533755,0.03471733
313,1,1,4.35722,0.06113565
313,1,15,3.58871,0.00688394
313,1,60,5.402401,0.005332128
313,5,1,5.410756,0.1088089
313,5,15,4.82646,0.04933854
313,5,60,5.552461,0.02691911
313,30,1,5.577655,0.1205662
313,30,15,4.590787,0.1011075
313,30,60,4.231771,0.08803203
313,60,1,5.553092,0.1210187
313,60,15,4.176455,0.1022376
313,60,60,3.34655,0.09759042
314,1,1,4.662388,0.06561164
314,1,15,3.416418,0.005040984
314,1,60,5.00435,0.003167589
314,5,1,5.717803,0.1186481
314,5,15,4.511792,0.03728646
314,5,60,4.940154,0.01633427
314,30,1,5.829117,0.1306927
314,30,15,4.43498,0.08237308
314,30,60,3.646451,0.04842085
314,60,1,5.809311,0.1312429
314,60,15,4.210892,0.08554394
314,60,60,3.321972,0.05833241
315,1,1,4.56358,0.06445661
315,1,15,4.341875,0.008086547
315,1,60,4.425736,0.002617027
315,5,1,5.64,0.1171453
315,5,15,5.442707,0.05048183
315,5,60,4.748484,0.01510732
315,30,1,5.765672,0.1290949
315,30,15,5.065369,0.09793119
315,30,60,3.980506,0.06028624
315,60,1,5.747092,0.1296766
315,60,15,4.748697,0.1004389
315,60,60,3.507352,0.07118511
316,1,1,4.497052,0.06052251
316,1,15,4.406811,0.008255448
316,1,60,4.539082,0.00258226
316,5,1,5.580419,0.1115996
316,5,15,5.185428,0.04795203
316,5,60,4.615898,0.01395042
316,30,1,5.67624,0.1220971
316,30,15,4.721877,0.08751884
316,30,60,3.906006,0.05632228
316,60,1,5.654527,0.1224943
316,60,15,4.450313,0.08986765
316,60,60,3.548965,0.06940513
317,1,1,4.697708,0.06684429
317,1,15,3.966593,0.006803989
317,1,60,4.305649,0.002447894
317,5,1,5.930653,0.1274783
317,5,15,5.47873,0.05250025
317,5,60,4.863343,0.01560037
317,30,1,6.08458,0.1414552
317,30,15,5.206364,0.1037504
317,30,60,3.735214,0.04911596
317,60,1,6.065047,0.1420573
317,60,15,4.880509,0.1058142
317,60,60,3.261607,0.05668356
318,1,1,4.224399,0.06029149
318,1,15,4.158103,0.007955452
318,1,60,6.30855,0.006260954
318,5,1,5.215077,0.1105725
318,5,15,5.429831,0.05586134
318,5,60,6.253063,0.0312276
318,30,1,5.330466,0.1223458
318,30,15,4.886228,0.1002829
318,30,60,4.045111,0.06926353
318,60,1,5.307719,0.1226475
318,60,15,4.511095,0.09848792
318,60,60,3.384189,0.07124664
319,1,1,5.132375,0.0675268
319,1,15,4.081814,0.005717947
319,1,60,5.791293,0.00350548
319,5,1,6.395131,0.1249248
319,5,15,5.462097,0.04301319
319,5,60,5.954018,0.01974667
319,30,1,6.561562,0.1386626
319,30,15,5.168434,0.08870017
319,30,60,4.323798,0.06161458
319,60,1,6.537882,0.1392422
319,60,15,4.823318,0.09055036
319,60,60,3.620387,0.06567786
320,1,1,4.326475,0.06004053
320,1,15,3.844838,0.006765676
320,1,60,5.521446,0.004167896
320,5,1,5.371164,0.1111674
320,5,15,4.950704,0.04680774
320,5,60,5.752452,0.02335419
320,30,1,5.448372,0.1219974
320,30,15,4.587784,0.08863841
320,30,60,3.758691,0.05356586
320,60,1,5.418422,0.1221975
320,60,15,4.259905,0.08816154
320,60,60,3.068599,0.05245415
321,1,1,4.33973,0.05954821
321,1,15,3.732749,0.006351041
321,1,60,2.522468,0.0008640921
321,5,1,5.367851,0.1098562
321,5,15,4.379684,0.03713763
321,5,60,2.565323,0.004926693
321,30,1,5.395901,0.1191337
321,30,15,3.73185,0.06340626
321,30,60,2.208198,0.02054075
321,60,1,5.355524,0.1191436
321,60,15,3.48772,0.06471214
321,60,60,2.129239,0.02819513
322,1,1,4.445185,0.06483285
322,1,15,4.181977,0.007579955
322,1,60,5.039841,0.003285659
322,5,1,5.457452,0.1172662
322,5,15,5.331262,0.04858421
322,5,60,5.463754,0.0188923
322,30,1,5.56935,0.1286006
322,30,15,4.854565,0.08813534
322,30,60,4.369532,0.06400206
322,60,1,5.556526,0.1292282
322,60,15,4.58641,0.09091535
322,60,60,3.989878,0.07907674
323,1,1,4.611456,0.06467254
323,1,15,3.449674,0.004876742
323,1,60,5.226437,0.003281274
323,5,1,5.694911,0.1190296
323,5,15,4.84087,0.03937602
323,5,60,5.380292,0.0183464
323,30,1,5.828044,0.1319722
323,30,15,4.72951,0.08442991
323,30,60,3.733187,0.04879309
323,60,1,5.804068,0.1324609
323,60,15,4.405336,0.08551402
323,60,60,3.238403,0.05454811
324,1,1,4.696766,0.06536543
324,1,15,3.978851,0.00647047
324,1,60,3.51052,0.001543687
324,5,1,5.849196,0.1217814
324,5,15,5.402409,0.04926345
324,5,60,4.042317,0.01082854
324,30,1,5.983763,0.1349623
324,30,15,4.97365,0.09665839
324,30,60,3.591472,0.04799864
324,60,1,5.960842,0.1355615
324,60,15,4.678187,0.1002224
324,60,60,3.348085,0.06201239
325,1,1,4.451276,0.06001374
325,1,15,3.413374,0.0049262
325,1,60,4.994069,0.003129674
325,5,1,5.55218,0.1113635
325,5,15,4.820854,0.04144879
325,5,60,4.849616,0.0152224
325,30,1,5.669858,0.1231403
325,30,15,4.498862,0.0817388
325,30,60,3.15397,0.03482231
325,60,1,5.644663,0.1234863
325,60,15,4.190819,0.08203775
325,60,60,2.716511,0.03871309
326,1,1,4.863956,0.06675251
326,1,15,4.116831,0.006226558
326,1,60,5.844578,0.004155389
326,5,1,6.043039,0.1225826
326,5,15,5.611478,0.04599994
326,5,60,5.900429,0.02179389
326,30,1,6.163956,0.1347689
326,30,15,5.047089,0.08601859
326,30,60,3.970279,0.0583832
326,60,1,6.134213,0.1350829
326,60,15,4.638781,0.08600679
326,60,60,3.438404,0.06712743
327,1,1,4.633413,0.06149117
327,1,15,4.059646,0.006769579
327,1,60,6.018544,0.004132534
327,5,1,5.751662,0.113659
327,5,15,5.296023,0.04883766
327,5,60,5.696271,0.02006297
327,30,1,5.854141,0.125037
327,30,15,4.758955,0.09077713
327,30,60,3.776494,0.04927012
327,60,1,5.82375,0.1253138
327,60,15,4.441016,0.09196454
327,60,60,3.295938,0.05562566
328,1,1,4.251469,0.05776885
328,1,15,3.817609,0.006049721
328,1,60,4.914395,0.002811014
328,5,1,5.324451,0.1085223
328,5,15,5.246338,0.04720515
328,5,60,5.274734,0.01728095
328,30,1,5.461902,0.1208329
328,30,15,4.913568,0.09607698
328,30,60,4.105359,0.06294273
328,60,1,5.441685,0.1214681
328,60,15,4.610765,0.09993163
328,60,60,3.761127,0.08092602
329,1,1,4.657281,0.06676402
329,1,15,2.381892,0.002217615
329,1,60,4.21816,0.002358877
329,5,1,5.795402,0.1246552
329,5,15,4.243638,0.02966887
329,5,60,5.104821,0.01857252
329,30,1,5.992412,0.1411365
329,30,15,5.262745,0.1018772
329,30,60,3.566641,0.04798459
329,60,1,5.982715,0.1422898
329,60,15,5.046412,0.1086248
329,60,60,3.188067,0.05532798
330,1,1,4.71713,0.06460961
330,1,15,3.958299,0.006624449
330,1,60,4.860443,0.002876688
330,5,1,5.855572,0.1198058
330,5,15,5.145546,0.04765984
330,5,60,5.185878,0.01787228
330,30,1,5.988218,0.1325056
330,30,15,4.824961,0.09425395
330,30,60,4.020934,0.05985521
330,60,1,5.962307,0.1328782
330,60,15,4.515065,0.09537868
330,60,60,3.452986,0.06499583
331,1,1,4.671435,0.06660576
331,1,15,4.292685,0.007917527
331,1,60,5.616792,0.003780473
331,5,1,5.776394,0.1218496
331,5,15,5.304292,0.05053133
331,5,60,5.584672,0.01969606
331,30,1,5.889238,0.1338639
331,30,15,4.858626,0.09544368
331,30,60,4.006981,0.05696926
331,60,1,5.863763,0.1342538
331,60,15,4.553901,0.09746697
331,60,60,3.529708,0.06603517
332,1,1,4.674147,0.06159349
332,1,15,4.201923,0.006353115
332,1,60,3.497636,0.001260259
332,5,1,5.860298,0.1161884
332,5,15,5.451856,0.04497523
332,5,60,3.780564,0.007957394
332,30,1,5.95826,0.1279191
332,30,15,4.743401,0.07827109
332,30,60,2.997883,0.02762431
332,60,1,5.928145,0.1282504
332,60,15,4.431373,0.07959881
332,60,60,2.886273,0.03823388
333,1,1,4.220057,0.05506861
333,1,15,3.166146,0.004806522
333,1,60,4.836997,0.00353386
333,5,1,5.331588,0.1045411
333,5,15,4.322273,0.03685947
333,5,60,4.816962,0.01879047
333,30,1,5.469032,0.1161898
333,30,15,3.961057,0.07089192
333,30,60,3.286149,0.05164971
333,60,1,5.441913,0.1165367
333,60,15,3.646804,0.07165611
333,60,60,2.84308,0.06135834
334,1,1,4.494367,0.06371147
334,1,15,3.865508,0.006467961
334,1,60,4.726669,0.00289704
334,5,1,5.593535,0.1181505
334,5,15,5.320631,0.04939459
334,5,60,4.950522,0.01642842
334,30,1,5.718142,0.1302591
334,30,15,4.767764,0.09066607
334,30,60,3.392987,0.04505863
334,60,1,5.693972,0.1306509
334,60,15,4.40119,0.09099356
334,60,60,3.068264,0.05622426
335,1,1,4.547257,0.06415434
335,1,15,2.996819,0.00386659
335,1,60,4.245038,0.002439629
335,5,1,5.598818,0.1159482
335,5,15,4.334518,0.03518158
335,5,60,4.693643,0.01658974
335,30,1,5.748393,0.1291191
335,30,15,4.408127,0.08356741
335,30,60,3.830354,0.06059465
335,60,1,5.735442,0.1298979
335,60,15,4.21224,0.08751086
335,60,60,3.275084,0.06432183
336,1,1,5.042426,0.06599419
336,1,15,4.677145,0.008322136
336,1,60,2.34597,0.0006615344
336,5,1,6.162484,0.1188021
336,5,15,5.772977,0.05406629
336,5,60,3.122929,0.006642524
336,30,1,6.261179,0.1305559
336,30,15,5.160832,0.1019982
336,30,60,3.104062,0.04346343
336,60,1,6.221892,0.1307724
336,60,15,4.717085,0.1022916
336,60,60,2.704251,0.05275899
337,1,1,4.373847,0.05760871
337,1,15,3.727231,0.005603887
337,1,60,4.698043,0.002803321
337,5,1,5.472169,0.1078422
337,5,15,5.088722,0.04097936
337,5,60,5.110904,0.01631168
337,30,1,5.606596,0.1193546
337,30,15,4.836957,0.08393268
337,30,60,4.187059,0.06109499
337,60,1,5.587775,0.1199007
337,60,15,4.538302,0.08650342
337,60,60,3.718732,0.07279337
338,1,1,4.57228,0.06113563
338,1,15,4.419792,0.007813252
338,1,60,4.630493,0.002596529
338,5,1,5.73872,0.1151213
338,5,15,5.63994,0.0498315
338,5,60,4.817772,0.01380204
338,30,1,5.872964,0.1270966
338,30,15,4.969466,0.08665231
338,30,60,3.435769,0.03945898
338,60,1,5.851805,0.1276062
338,60,15,4.623069,0.08811432
338,60,60,3.16073,0.05116963
339,1,1,4.490983,0.06261446
339,1,15,4.506572,0.008522311
339,1,60,5.590775,0.003909483
339,5,1,5.546025,0.1138631
339,5,15,5.695876,0.05579493
339,5,60,5.611908,0.01981703
339,30,1,5.65065,0.1244964
339,30,15,4.997225,0.09669134
339,30,60,3.747261,0.05024762
339,60,1,5.622508,0.1245892
339,60,15,4.565045,0.09409527
339,60,60,3.008176,0.0492647
340,1,1,4.807482,0.0697564
340,1,15,4.458511,0.008864528
340,1,60,5.633253,0.004141376
340,5,1,5.844726,0.1238772
340,5,15,5.39659,0.05477136
340,5,60,5.964001,0.02444362
340,30,1,5.932203,0.1354199
340,30,15,5.073868,0.1093822
340,30,60,4.511743,0.07960095
340,60,1,5.903763,0.1357545
340,60,15,4.732273,0.1110517
340,60,60,3.906966,0.0896047
341,1,1,4.585443,0.06531576
341,1,15,5.044995,0.01135988
341,1,60,6.99763,0.006534465
341,5,1,5.60877,0.1167537
341,5,15,5.713796,0.06270707
341,5,60,6.527041,0.03152892
341,30,1,5.70369,0.128064
341,30,15,4.733195,0.102936
341,30,60,4.067901,0.06885626
341,60,1,5.665373,0.1280019
341,60,15,4.297253,0.099495
341,60,60,3.322152,0.06749077
342,1,1,4.198888,0.05978782
342,1,15,3.53054,0.006552703
342,1,60,3.738894,0.00211732
342,5,1,5.154538,0.1091533
342,5,15,4.50052,0.04486738
342,5,60,4.130659,0.01375434
342,30,1,5.276807,0.1209987
342,30,15,4.295562,0.09161849
342,30,60,3.53597,0.05883069
342,60,1,5.261151,0.1216381
