id,h,DeltaT,lambda,R2
136,60,60,2.980014,0.0554109
137,1,1,4.511944,0.06547348
137,1,15,3.560262,0.005567299
137,1,60,4.355734,0.002591796
137,5,1,5.599566,0.1204547
137,5,15,5.093253,0.04761758
137,5,60,4.64367,0.01526136
137,30,1,5.748463,0.13401
137,30,15,4.781864,0.0969657
137,30,60,3.530089,0.04923858
137,60,1,5.727385,0.1345724
137,60,15,4.448777,0.09830588
137,60,60,3.127561,0.05817319
138,1,1,4.416631,0.06526517
138,1,15,3.263048,0.004915396
138,1,60,3.249085,0.001410928
138,5,1,5.468191,0.1203342
138,5,15,4.793239,0.04368474
138,5,60,4.087431,0.01105951
138,30,1,5.605375,0.1337873
138,30,15,4.854942,0.09705657
138,30,60,3.947834,0.05447101
138,60,1,5.592061,0.1346259
138,60,15,4.653387,0.102889
138,60,60,3.737942,0.07263061
139,1,1,4.520473,0.0654266
139,1,15,4.265084,0.007963524
139,1,60,4.476171,0.002713351
139,5,1,5.51041,0.1183348
139,5,15,5.352242,0.05156756
139,5,60,5.131575,0.01770909
139,30,1,5.619201,0.130068
139,30,15,5.005774,0.09883288
139,30,60,4.177733,0.06441894
139,60,1,5.604515,0.1306962
139,60,15,4.738994,0.1021884
139,60,60,3.700331,0.07593276
140,1,1,4.546725,0.06331805
140,1,15,4.234614,0.007474076
140,1,60,5.237234,0.003403359
140,5,1,5.709462,0.1187084
140,5,15,5.256061,0.04860864
140,5,60,5.280986,0.01878305
140,30,1,5.814997,0.1304156
140,30,15,4.697667,0.08970852
140,30,60,4.037005,0.06211099
140,60,1,5.780979,0.1305794
140,60,15,4.337101,0.08956915
140,60,60,3.514406,0.07042784
141,1,1,4.744919,0.06559639
141,1,15,3.823367,0.006053747
141,1,60,4.879548,0.003062207
141,5,1,5.873467,0.1201845
141,5,15,4.882406,0.042576
141,5,60,4.293666,0.01337488
141,30,1,5.930258,0.1305701
141,30,15,4.060148,0.0713996
141,30,60,2.450893,0.02661801
141,60,1,5.878555,0.1302414
141,60,15,3.648012,0.06845951
141,60,60,1.887987,0.02409614
142,1,1,4.481591,0.06067437
142,1,15,3.337069,0.004698147
142,1,60,4.728097,0.002634918
142,5,1,5.558245,0.1122911
142,5,15,4.571823,0.03774331
142,5,60,4.870343,0.01473532
142,30,1,5.663008,0.1242065
142,30,15,4.430339,0.08046084
142,30,60,3.660163,0.04501075
142,60,1,5.637876,0.1246771
142,60,15,4.182384,0.08298056
142,60,60,3.192099,0.05069082
143,1,1,4.329361,0.05988776
143,1,15,3.993103,0.006764574
143,1,60,4.673973,0.002728067
143,5,1,5.437008,0.1127091
143,5,15,5.45534,0.05163178
143,5,60,5.22079,0.01742103
143,30,1,5.574238,0.1251406
143,30,15,4.975117,0.09592183
143,30,60,3.839002,0.05192163
143,60,1,5.552306,0.1255223
143,60,15,4.612555,0.09549077
143,60,60,3.222038,0.05479811
144,1,1,4.490108,0.06622755
144,1,15,3.344553,0.005151525
144,1,60,5.914583,0.004618027
144,5,1,5.478131,0.1192598
144,5,15,4.99006,0.04680781
144,5,60,6.675945,0.02969711
144,30,1,5.629147,0.1324524
144,30,15,4.939803,0.09987754
144,30,60,4.575224,0.07646856
144,60,1,5.618131,0.1331905
144,60,15,4.651099,0.1026
144,60,60,3.983845,0.08710318
145,1,1,4.610467,0.06385621
145,1,15,3.469278,0.004676406
145,1,60,4.836918,0.002735966
145,5,1,5.806365,0.1204451
145,5,15,5.211578,0.04288794
145,5,60,5.118644,0.01599186
145,30,1,5.968141,0.1341433
145,30,15,4.911112,0.08845979
145,30,60,3.675863,0.04724271
145,60,1,5.947055,0.1347479
145,60,15,4.569449,0.09027777
145,60,60,3.213082,0.05420036
146,1,1,4.481976,0.06122922
146,1,15,3.60938,0.005557269
146,1,60,4.422533,0.002419806
146,5,1,5.58963,0.1141408
146,5,15,5.00954,0.04360038
146,5,60,4.496245,0.01289458
146,30,1,5.726264,0.1261933
146,30,15,4.627808,0.08280363
146,30,60,3.143465,0.03497887
146,60,1,5.707415,0.1267016
146,60,15,4.334495,0.08443157
146,60,60,2.814981,0.04216675
147,1,1,4.156838,0.05533229
147,1,15,3.886963,0.006681181
147,1,60,4.26993,0.002343491
147,5,1,5.286357,0.1062683
147,5,15,4.642464,0.03979488
147,5,60,4.182182,0.01175735
147,30,1,5.431299,0.1179952
147,30,15,4.066387,0.06840844
147,30,60,3.035738,0.03455258
147,60,1,5.415757,0.1185364
147,60,15,3.822475,0.06998478
147,60,60,2.801641,0.04342402
148,1,1,4.655763,0.06253765
148,1,15,3.851883,0.005965555
148,1,60,4.51961,0.002439504
148,5,1,5.876123,0.118528
148,5,15,5.291318,0.04627025
148,5,60,4.776323,0.01391319
148,30,1,6.025588,0.1315158
148,30,15,4.760014,0.08441311
148,30,60,3.549063,0.0433743
148,60,1,6.005336,0.1320524
148,60,15,4.439936,0.08524979
148,60,60,3.161429,0.05116974
149,1,1,4.681553,0.06507426
149,1,15,4.908876,0.01024685
149,1,60,6.140969,0.004527451
149,5,1,5.764239,0.1187639
149,5,15,5.826644,0.05876349
149,5,60,6.223225,0.02363679
149,30,1,5.856064,0.1300688
149,30,15,5.246134,0.10579
149,30,60,4.396898,0.06478792
149,60,1,5.831828,0.1304855
149,60,15,4.917845,0.107794
149,60,60,3.858582,0.07401228
150,1,1,4.148244,0.05618335
150,1,15,3.836246,0.006525328
150,1,60,5.256336,0.003629759
150,5,1,5.118944,0.1031936
150,5,15,4.997015,0.04592288
150,5,60,5.292697,0.01896509
150,30,1,5.238735,0.1141284
150,30,15,4.654966,0.08857144
150,30,60,3.875295,0.05815259
150,60,1,5.221066,0.11462
150,60,15,4.370943,0.09088741
150,60,60,3.418215,0.06877385
151,1,1,4.35281,0.063054
151,1,15,5.194148,0.01192167
151,1,60,6.483971,0.005481998
151,5,1,5.395183,0.1158503
151,5,15,6.303194,0.07227002
151,5,60,6.606324,0.0284971
151,30,1,5.501777,0.1272962
151,30,15,5.359226,0.1162574
151,30,60,4.667151,0.07808541
151,60,1,5.481106,0.1276625
151,60,15,4.978407,0.1159606
151,60,60,4.060249,0.08790841
152,1,1,4.177599,0.06029498
152,1,15,3.547272,0.00584702
152,1,60,3.969306,0.002178026
152,5,1,5.202522,0.1117862
152,5,15,4.944243,0.04646243
152,5,60,4.255284,0.01307059
152,30,1,5.324082,0.1237752
152,30,15,4.451823,0.08528536
152,30,60,3.298457,0.04131923
152,60,1,5.301918,0.124182
152,60,15,4.145561,0.08606269
152,60,60,3.038509,0.05108901
153,1,1,4.510614,0.06098223
153,1,15,3.483799,0.005309403
153,1,60,4.455058,0.002508596
153,5,1,5.541532,0.1111343
153,5,15,4.412203,0.03574711
153,5,60,4.418497,0.0132711
153,30,1,5.625028,0.1215014
153,30,15,4.052461,0.0688044
153,30,60,3.228679,0.04057288
153,60,1,5.597708,0.1217619
153,60,15,3.791585,0.06989607
153,60,60,2.817894,0.04579374
154,1,1,4.81045,0.06269516
154,1,15,4.355042,0.007617464
154,1,60,5.822204,0.003984392
154,5,1,6.060993,0.119467
154,5,15,5.279692,0.04778766
154,5,60,5.63314,0.02058317
154,30,1,6.174212,0.1316175
154,30,15,4.57958,0.08308921
154,30,60,4.032294,0.06250133
154,60,1,6.14237,0.1319352
154,60,15,4.244882,0.08371127
154,60,60,3.512399,0.07142925
155,1,1,4.650035,0.06266342
155,1,15,4.332642,0.007789278
155,1,60,5.418485,0.003926335
155,5,1,5.749023,0.1155168
155,5,15,5.620632,0.05530226
155,5,60,5.68312,0.02343666
155,30,1,5.861544,0.1276547
155,30,15,5.169614,0.107752
155,30,60,4.106149,0.07032881
155,60,1,5.825924,0.1277941
155,60,15,4.723243,0.1058672
155,60,60,3.286864,0.06769181
156,1,1,4.359144,0.06384314
156,1,15,3.817283,0.006409308
156,1,60,5.249639,0.003778706
156,5,1,5.362052,0.1165733
156,5,15,5.370567,0.05070178
156,5,60,5.735302,0.02229525
156,30,1,5.478667,0.1287888
156,30,15,5.015505,0.09711798
156,30,60,4.230543,0.06290555
156,60,1,5.460689,0.1292753
156,60,15,4.684656,0.09772789
156,60,60,3.63239,0.06866102
157,1,1,4.546604,0.06171816
157,1,15,4.16614,0.007317525
157,1,60,6.541154,0.005590404
157,5,1,5.646288,0.1148413
157,5,15,5.37858,0.05149509
157,5,60,6.67561,0.03206562
157,30,1,5.784688,0.1278684
157,30,15,5.195821,0.1108546
157,30,60,4.915812,0.1051778
157,60,1,5.760233,0.1284293
157,60,15,4.850422,0.1136441
157,60,60,4.172237,0.1141517
158,1,1,4.141527,0.0557312
158,1,15,3.018001,0.004224074
158,1,60,4.356677,0.002379001
158,5,1,5.150172,0.1035216
158,5,15,4.270661,0.03592685
158,5,60,4.600899,0.01401905
158,30,1,5.281471,0.1149501
158,30,15,4.084179,0.07449848
158,30,60,3.610678,0.0453536
158,60,1,5.266226,0.11553
158,60,15,3.851841,0.07674313
158,60,60,3.19235,0.05271171
159,1,1,4.312269,0.06170003
159,1,15,3.233295,0.005142429
159,1,60,4.440571,0.002763241
159,5,1,5.290576,0.11206
159,5,15,4.281478,0.03764186
159,5,60,4.599953,0.01579227
159,30,1,5.406437,0.1235025
159,30,15,4.112779,0.07768951
159,30,60,3.504327,0.0523053
159,60,1,5.391214,0.1240812
159,60,15,3.890305,0.08054236
159,60,60,3.15142,0.06297074
160,1,1,4.659058,0.06636059
160,1,15,3.633987,0.005772606
160,1,60,5.156585,0.003701584
160,5,1,5.690758,0.1190671
160,5,15,4.931834,0.04405373
160,5,60,5.350184,0.02026236
160,30,1,5.795978,0.1305859
160,30,15,4.607084,0.08584202
160,30,60,3.81081,0.05718527
160,60,1,5.768049,0.1308447
160,60,15,4.270968,0.0858596
160,60,60,3.205711,0.06021324
161,1,1,4.769804,0.06190281
161,1,15,4.106088,0.006026684
161,1,60,6.158995,0.004096935
161,5,1,6.057512,0.1191997
161,5,15,5.650788,0.04623207
161,5,60,6.682211,0.02448067
161,30,1,6.203754,0.1319639
161,30,15,5.380481,0.09624775
161,30,60,5.370706,0.08524035
161,60,1,6.181671,0.1324577
161,60,15,5.038121,0.09804246
161,60,60,4.514775,0.08932496
162,1,1,4.506016,0.06251078
162,1,15,3.276978,0.004559849
162,1,60,4.848925,0.00306022
162,5,1,5.605424,0.1161101
162,5,15,4.857942,0.04095052
162,5,60,5.251594,0.01919931
162,30,1,5.743331,0.1288321
162,30,15,4.593055,0.0841985
162,30,60,3.532009,0.04987385
162,60,1,5.720392,0.129288
162,60,15,4.251465,0.08428081
162,60,60,2.993541,0.052912
163,1,1,4.629136,0.06136281
163,1,15,4.647378,0.008468774
163,1,60,5.893489,0.004310754
163,5,1,5.690146,0.113125
163,5,15,5.51526,0.05144018
163,5,60,5.191968,0.01863764
163,30,1,5.741262,0.1232448
163,30,15,4.544439,0.08212769
163,30,60,2.946911,0.03426804
163,60,1,5.69604,0.1230599
163,60,15,4.114357,0.07886825
163,60,60,2.413879,0.03428095
164,1,1,4.573813,0.06226792
164,1,15,3.525295,0.005299378
164,1,60,4.308008,0.002517497
164,5,1,5.634734,0.1134152
164,5,15,4.855952,0.04267011
164,5,60,4.577011,0.01508764
164,30,1,5.74636,0.1248099
164,30,15,4.491886,0.08369914
164,30,60,3.23317,0.0412883
164,60,1,5.716081,0.125002
164,60,15,4.154325,0.08351979
164,60,60,2.748645,0.04461159
165,1,1,4.610715,0.0596735
165,1,15,4.589575,0.008052411
165,1,60,3.697822,0.001482143
165,5,1,5.773406,0.111866
165,5,15,5.820024,0.0525714
165,5,60,4.063622,0.009101641
165,30,1,5.892247,0.1231191
165,30,15,4.927497,0.08408844
165,30,60,3.383354,0.03606405
165,60,1,5.862253,0.123362
165,60,15,4.54602,0.08366039
165,60,60,3.088689,0.04563738
166,1,1,4.532632,0.05787563
166,1,15,3.732002,0.005563038
166,1,60,4.10195,0.00191046
166,5,1,5.655609,0.1083381
166,5,15,4.595664,0.03666978
166,5,60,4.086018,0.01031163
166,30,1,5.755037,0.1192951
166,30,15,4.243359,0.07191493
166,30,60,3.039296,0.03138794
166,60,1,5.727906,0.1196518
166,60,15,3.990273,0.0736976
166,60,60,2.771361,0.03833002
167,1,1,4.244705,0.05973186
167,1,15,3.749894,0.006360424
167,1,60,5.38227,0.003917323
167,5,1,5.292841,0.1103624
167,5,15,5.089859,0.04586634
167,5,60,5.631671,0.02127052
167,30,1,5.437312,0.1223064
167,30,15,4.755898,0.08990769
167,30,60,3.689668,0.04974176
167,60,1,5.421393,0.1227829
167,60,15,4.437079,0.0904352
167,60,60,3.109029,0.05212566
168,1,1,4.615038,0.06366416
168,1,15,4.012295,0.006727399
168,1,60,4.915406,0.002895265
168,5,1,5.722468,0.117397
168,5,15,5.227548,0.04654297
168,5,60,4.925279,0.0149846
168,30,1,5.825417,0.1289829
168,30,15,4.765145,0.08659052
168,30,60,3.515277,0.04294052
168,60,1,5.793528,0.1291851
168,60,15,4.38195,0.08592099
168,60,60,2.922608,0.04530182
169,1,1,4.666141,0.0653805
169,1,15,4.236521,0.00750574
169,1,60,5.811854,0.00438692
169,5,1,5.739567,0.1179629
169,5,15,5.317247,0.0487235
169,5,60,5.854108,0.02371631
169,30,1,5.828209,0.1287133
169,30,15,4.813337,0.08970496
169,30,60,3.8025,0.05690412
169,60,1,5.798451,0.1288796
169,60,15,4.452163,0.08925456
169,60,60,3.193056,0.059829
170,1,1,4.629931,0.06272269
170,1,15,4.127336,0.006988419
170,1,60,5.397423,0.003535805
170,5,1,5.693267,0.1140596
170,5,15,4.87236,0.04121713
170,5,60,5.069653,0.01636809
170,30,1,5.73645,0.1236276
170,30,15,4.351701,0.07558629
170,30,60,3.672013,0.04721092
170,60,1,5.700066,0.1237355
170,60,15,4.073902,0.07717614
170,60,60,3.162967,0.05346741
171,1,1,4.183822,0.06076913
171,1,15,3.956508,0.007666824
171,1,60,5.597412,0.004290353
171,5,1,5.193929,0.1115492
171,5,15,4.89578,0.0477085
171,5,60,5.533336,0.02096424
171,30,1,5.315804,0.1228655
171,30,15,4.304375,0.08290475
171,30,60,4.071512,0.06335629
171,60,1,5.299075,0.1233396
171,60,15,4.02966,0.08427865
171,60,60,3.554179,0.07248936
172,1,1,4.591238,0.0638096
172,1,15,3.909848,0.006591773
172,1,60,4.807456,0.002842433
172,5,1,5.651525,0.1163423
172,5,15,5.161413,0.04895723
172,5,60,5.170193,0.01737085
172,30,1,5.769464,0.1282217
172,30,15,4.678479,0.09210648
172,30,60,3.955962,0.05688905
172,60,1,5.743883,0.1285668
172,60,15,4.336926,0.09243161
172,60,60,3.402855,0.06386011
173,1,1,4.515291,0.06331265
173,1,15,3.458467,0.005119475
173,1,60,4.591401,0.002662617
173,5,1,5.656002,0.1178895
173,5,15,4.943504,0.042915
173,5,60,4.98848,0.01608727
173,30,1,5.805741,0.1308289
173,30,15,4.711172,0.08787483
173,30,60,3.724732,0.04907504
173,60,1,5.787442,0.1314518
173,60,15,4.42833,0.09052009
173,60,60,3.339687,0.05977725
174,1,1,4.803196,0.06918398
174,1,15,4.425556,0.007894035
174,1,60,6.198106,0.004382231
174,5,1,5.987452,0.128095
174,5,15,5.680806,0.05130095
174,5,60,6.284127,0.02300055
174,30,1,6.100142,0.1402071
174,30,15,5.160731,0.09629481
174,30,60,4.584636,0.06787154
174,60,1,6.072392,0.1404883
174,60,15,4.797929,0.09722445
174,60,60,3.879682,0.07236376
175,1,1,4.188681,0.05948281
175,1,15,3.776727,0.006998837
175,1,60,6.133816,0.005111982
175,5,1,5.229,0.1131911
175,5,15,5.021159,0.05314631
175,5,60,6.193407,0.02643738
175,30,1,5.355249,0.1265868
175,30,15,4.888509,0.1106978
175,30,60,4.751147,0.08453466
175,60,1,5.334132,0.1272324
175,60,15,4.592396,0.113368
175,60,60,3.967486,0.09052954
176,1,1,4.195774,0.05654364
176,1,15,2.837314,0.00380754
176,1,60,3.372258,0.001734213
176,5,1,5.210822,0.1048618
176,5,15,4.238006,0.03519838
176,5,60,3.811856,0.01127349
176,30,1,5.340902,0.116268
176,30,15,4.001998,0.06980049
176,30,60,2.695926,0.03064315
176,60,1,5.317619,0.11661
176,60,15,3.704149,0.0697057
176,60,60,2.337498,0.0349764
177,1,1,4.169634,0.05899169
177,1,15,3.541458,0.005838353
177,1,60,6.06674,0.005011858
177,5,1,5.129097,0.1072652
177,5,15,5.010545,0.04724804
177,5,60,6.27484,0.02678606
177,30,1,5.247777,0.1188247
177,30,15,4.958159,0.1012951
177,30,60,4.805955,0.08468778
177,60,1,5.23297,0.119427
177,60,15,4.707728,0.1049503
177,60,60,4.229929,0.09553661
178,1,1,4.573473,0.06249212
178,1,15,4.07247,0.006828955
178,1,60,6.752233,0.005653319
178,5,1,5.666287,0.1145387
178,5,15,5.301914,0.0481296
178,5,60,6.649629,0.02868992
178,30,1,5.784218,0.1264554
178,30,15,4.822153,0.09109322
178,30,60,4.413202,0.07189499
178,60,1,5.756965,0.1267862
178,60,15,4.462513,0.09106095
178,60,60,3.61592,0.07427228
179,1,1,5.05286,0.06854152
179,1,15,4.884805,0.008928125
179,1,60,6.104966,0.00414235
179,5,1,6.288573,0.1265738
179,5,15,6.187879,0.0585756
179,5,60,5.902458,0.01997936
179,30,1,6.414076,0.1387604
179,30,15,5.305587,0.09678235
179,30,60,3.580242,0.04107525
179,60,1,6.383469,0.1389188
179,60,15,4.84753,0.09404759
179,60,60,2.993818,0.04285125
180,1,1,4.448146,0.0640501
180,1,15,3.895046,0.006581575
180,1,60,4.804841,0.003114794
180,5,1,5.55063,0.1187999
180,5,15,5.336708,0.04957324
180,5,60,5.157668,0.01825931
180,30,1,5.702542,0.1322436
180,30,15,5.061289,0.09969915
180,30,60,3.867906,0.05567745
180,60,1,5.684674,0.1328632
180,60,15,4.732632,0.1012509
180,60,60,3.399664,0.06334669
181,1,1,4.650734,0.06361306
181,1,15,3.340494,0.004661046
181,1,60,4.010298,0.002068636
181,5,1,5.808676,0.1177219
181,5,15,5.022104,0.04239114
181,5,60,4.729064,0.01462557
181,30,1,5.960276,0.1303662
181,30,15,4.880691,0.08911704
181,30,60,3.811329,0.05094838
181,60,1,5.942768,0.1309717
181,60,15,4.598455,0.0919901
181,60,60,3.432478,0.06156391
182,1,1,4.105264,0.05705223
182,1,15,3.924701,0.007112758
182,1,60,3.85176,0.001970921
182,5,1,5.097807,0.1049962
182,5,15,4.828601,0.04567433
182,5,60,3.774673,0.01021913
182,30,1,5.195832,0.115599
182,30,15,4.234833,0.08054422
182,30,60,2.99962,0.03502686
182,60,1,5.168017,0.1158466
182,60,15,3.932114,0.08096018
182,60,60,2.74697,0.04295884
183,1,1,4.58227,0.06572526
183,1,15,4.233104,0.007518101
183,1,60,5.810373,0.004330994
183,5,1,5.608804,0.1185232
183,5,15,5.308856,0.04783646
183,5,60,5.673884,0.02143459
183,30,1,5.694243,0.1299041
183,30,15,4.710104,0.08548734
183,30,60,3.802047,0.05375415
183,60,1,5.665677,0.1301805
183,60,15,4.353643,0.08530396
183,60,60,3.215128,0.05776971
184,1,1,4.047775,0.05626657
184,1,15,3.31429,0.005420091
184,1,60,4.751462,0.003576211
184,5,1,5.011927,0.1046442
184,5,15,4.193974,0.03716395
184,5,60,4.517895,0.01726986
184,30,1,5.100764,0.1148381
184,30,15,3.818926,0.06850144
184,30,60,3.101946,0.04488036
184,60,1,5.077611,0.1150923
184,60,15,3.577356,0.0693701
184,60,60,2.744593,0.05195276
185,1,1,4.521162,0.06595619
185,1,15,3.920956,0.007573151
185,1,60,4.634696,0.003094152
185,5,1,5.581793,0.1213935
185,5,15,5.082028,0.05165208
185,5,60,5.070007,0.01834946
185,30,1,5.717447,0.1344326
185,30,15,4.907189,0.1018102
185,30,60,4.120643,0.06160623
185,60,1,5.70375,0.1351406
185,60,15,4.67071,0.1056636
185,60,60,3.705663,0.07448507
186,1,1,4.799314,0.06578987
186,1,15,4.637926,0.008519008
186,1,60,9.505784,0.01013289
186,5,1,5.981798,0.1222509
186,5,15,5.818001,0.0553954
186,5,60,9.368043,0.054011
186,30,1,6.130481,0.1361771
186,30,15,5.6031,0.1194547
186,30,60,6.06369,0.1314317
186,60,1,6.106641,0.1367842
186,60,15,5.208032,0.1209332
186,60,60,5.003266,0.135871
187,1,1,4.096089,0.05984553
187,1,15,3.059796,0.00477039
187,1,60,5.71745,0.004873541
187,5,1,5.141204,0.1121117
187,5,15,4.2445,0.03725678
187,5,60,5.660024,0.02474877
187,30,1,5.287871,0.124334
187,30,15,4.066044,0.07591468
187,30,60,3.817607,0.06326028
187,60,1,5.267707,0.1247117
187,60,15,3.765005,0.07615832
187,60,60,3.249118,0.06800883
188,1,1,4.917181,0.06439585
188,1,15,4.413592,0.007333517
188,1,60,4.16106,0.001758836
188,5,1,6.066112,0.117994
188,5,15,5.264947,0.04373861
188,5,60,4.298105,0.009970678
188,30,1,6.1604,0.1289227
188,30,15,4.773904,0.08063287
188,30,60,3.633677,0.04157581
188,60,1,6.134339,0.1293131
188,60,15,4.472552,0.08270343
188,60,60,3.327644,0.0532382
189,1,1,4.603748,0.063875
189,1,15,3.001265,0.003862479
189,1,60,3.558841,0.001762148
189,5,1,5.816168,0.1219559
189,5,15,4.882556,0.04426023
189,5,60,4.165729,0.01346819
189,30,1,5.957732,0.1364802
189,30,15,5.037508,0.1028
189,30,60,3.489145,0.04901932
189,60,1,5.93429,0.137118
189,60,15,4.786954,0.1063671
189,60,60,3.22591,0.05889632
190,1,1,4.701525,0.06633622
190,1,15,3.882432,0.006546193
190,1,60,5.651703,0.004253546
190,5,1,5.809722,0.1208844
190,5,15,5.285626,0.05040166
190,5,60,6.067617,0.02580696
190,30,1,5.946689,0.1339834
190,30,15,5.029803,0.1036677
190,30,60,4.47749,0.07907322
190,60,1,5.919477,0.1344189
190,60,15,4.688751,0.105461
190,60,60,3.820494,0.08657022
191,1,1,4.381125,0.0609197
191,1,15,4.368553,0.007746949
191,1,60,4.793319,0.002798629
191,5,1,5.534008,0.1152766
191,5,15,5.577521,0.05246644
191,5,60,4.896699,0.01572769
191,30,1,5.657553,0.127449
191,30,15,4.833257,0.09423354
191,30,60,3.636806,0.05067145
191,60,1,5.62426,0.1276839
191,60,15,4.444422,0.09453961
191,60,60,3.185589,0.05935543
192,1,1,4.261225,0.05877967
192,1,15,3.707532,0.006256356
192,1,60,4.941754,0.00329846
192,5,1,5.312425,0.1094683
192,5,15,4.922079,0.0446002
192,5,60,4.973361,0.01697133
192,30,1,5.4365,0.1209487
192,30,15,4.52927,0.08398285
192,30,60,3.700868,0.05213703
192,60,1,5.418834,0.1214473
192,60,15,4.250357,0.08566624
192,60,60,3.24946,0.05966437
193,1,1,4.597507,0.05842892
193,1,15,3.265679,0.003995563
193,1,60,5.587781,0.00371056
193,5,1,5.848564,0.1123849
193,5,15,5.047135,0.0388064
193,5,60,6.006296,0.02234526
193,30,1,6.02244,0.1256443
193,30,15,4.895877,0.08388325
193,30,60,4.570258,0.07541919
193,60,1,6.003664,0.1263352
193,60,15,4.604325,0.08728828
193,60,60,4.033742,0.08873186
194,1,1,4.429937,0.06280913
194,1,15,3.295692,0.004759156
194,1,60,5.449083,0.00377879
194,5,1,5.525324,0.1165523
194,5,15,4.909612,0.04330658
194,5,60,5.808945,0.02228264
194,30,1,5.693976,0.1302491
194,30,15,4.821138,0.09397302
194,30,60,4.372372,0.07088013
194,60,1,5.680546,0.1310332
194,60,15,4.548153,0.0974892
194,60,60,3.845113,0.08289616
195,1,1,4.247925,0.05815468
195,1,15,4.483683,0.009277352
195,1,60,5.714973,0.004476094
195,5,1,5.268335,0.107727
195,5,15,5.162722,0.05170116
195,5,60,5.86315,0.02424317
195,30,1,5.356012,0.1183362
195,30,15,4.646105,0.09240422
195,30,60,3.978216,0.06178108
195,60,1,5.327713,0.1185106
195,60,15,4.299053,0.09165932
195,60,60,3.192727,0.05953297
196,1,1,4.109906,0.05791057
196,1,15,4.103529,0.007675962
196,1,60,4.790089,0.003285292
196,5,1,5.216139,0.1106398
196,5,15,5.130684,0.04943522
196,5,60,4.905291,0.01788212
196,30,1,5.352059,0.1226835
196,30,15,4.499108,0.08550009
196,30,60,3.520609,0.05000892
196,60,1,5.333013,0.1231409
196,60,15,4.180957,0.08563172
196,60,60,3.141136,0.05925638
197,1,1,4.609587,0.06314196
197,1,15,4.261126,0.00733388
197,1,60,6.228793,0.004383263
197,5,1,5.778245,0.1182516
197,5,15,5.519245,0.05009433
197,5,60,6.478946,0.02481971
197,30,1,5.922358,0.1313357
197,30,15,5.121945,0.09794281
197,30,60,4.708587,0.07602546
197,60,1,5.899254,0.1318873
197,60,15,4.775448,0.09966181
197,60,60,4.059689,0.08498744
198,1,1,4.816593,0.06607092
198,1,15,4.070221,0.006770602
198,1,60,2.678835,0.0009633533
198,5,1,5.943529,0.1225903
198,5,15,5.699923,0.05399085
198,5,60,3.297279,0.007636576
198,30,1,6.019601,0.1347533
198,30,15,5.282672,0.1083202
198,30,60,3.214468,0.03863594
198,60,1,5.985481,0.1350907
198,60,15,4.945956,0.1109819
198,60,60,3.057823,0.05119905
199,1,1,4.514708,0.06279368
199,1,15,4.221225,0.007803638
199,1,60,4.823278,0.002845611
199,5,1,5.578103,0.1148055
199,5,15,5.290239,0.05057322
199,5,60,4.792585,0.01459408
199,30,1,5.689751,0.126193
199,30,15,4.566262,0.08548994
199,30,60,3.048613,0.03384759
199,60,1,5.66339,0.126449
199,60,15,4.200748,0.08459053
199,60,60,2.571552,0.03655492
200,1,1,4.891278,0.06844563
200,1,15,4.142531,0.007063517
200,1,60,3.064697,0.001276314
200,5,1,6.12154,0.1278135
200,5,15,5.434314,0.04979454
200,5,60,3.469913,0.008575153
200,30,1,6.250166,0.1410153
200,30,15,4.863893,0.09315469
200,30,60,2.850664,0.03235958
200,60,1,6.220207,0.1414318
200,60,15,4.517347,0.09451276
200,60,60,2.661824,0.04244522
201,1,1,4.548257,0.06238653
201,1,15,3.912354,0.006583682
201,1,60,6.148687,0.004738147
201,5,1,5.687787,0.117443
201,5,15,5.446056,0.05302748
201,5,60,6.729445,0.02854225
201,30,1,5.841134,0.1309094
201,30,15,5.167595,0.1066929
201,30,60,4.975725,0.08629825
201,60,1,5.821871,0.1315148
201,60,15,4.83142,0.1086332
201,60,60,4.219275,0.09605353
202,1,1,4.599502,0.0622349
202,1,15,4.065941,0.006637115
202,1,60,4.699615,0.002708197
202,5,1,5.795631,0.1168882
202,5,15,5.504065,0.04826533
202,5,60,4.973772,0.01535353
202,30,1,5.953328,0.1293703
202,30,15,4.916328,0.08671133
202,30,60,3.578875,0.04568409
202,60,1,5.938666,0.1299782
202,60,15,4.594711,0.08832599
202,60,60,3.204981,0.055226
203,1,1,4.866627,0.06707216
203,1,15,3.803507,0.00649767
203,1,60,5.469032,0.004207444
203,5,1,6.142569,0.1285727
203,5,15,5.524637,0.05659316
203,5,60,5.91061,0.026412
203,30,1,6.304784,0.1430108
203,30,15,5.051894,0.105444
203,30,60,3.616994,0.05662623
203,60,1,6.266918,0.1430737
203,60,15,4.578987,0.1022006
203,60,60,2.818171,0.05173712
204,1,1,4.229614,0.06079414
204,1,15,3.433425,0.005494791
204,1,60,4.000004,0.002145964
204,5,1,5.28115,0.1119282
204,5,15,4.477455,0.03796663
204,5,60,4.065008,0.01111153
204,30,1,5.401975,0.1232571
204,30,15,4.034918,0.07090569
204,30,60,3.235928,0.03730102
204,60,1,5.377535,0.1236274
204,60,15,3.766006,0.07225914
204,60,60,2.936416,0.04503299
205,1,1,4.65858,0.06279803
205,1,15,4.072617,0.006419903
205,1,60,4.93756,0.002963356
205,5,1,5.852036,0.1178124
205,5,15,5.314491,0.04531162
205,5,60,5.072364,0.01646872
205,30,1,5.978802,0.1298849
205,30,15,4.815481,0.08585972
